sgan,type,suburb,size,length,critical,environment,laid date,block number,trunk,source
13634072,PVC,other,50,0.0005,5,1,19750101,1,1,0
13634074,PVC,DARLEY,50,0.0005,5,1,19750101,1,1,DARLEY
13634077,AC,DARLEY,100,0.006015591,4,1,19710101,1,1,DARLEY
13634081,AC,DARLEY,100,0.000316723,4,1,19710101,1,1,DARLEY
13634083,AC,DARLEY,100,0.00045278800000000003,4,1,19710101,1,1,DARLEY
13634087,PVC,DARLEY,100,0.000716898,4,1,19910101,1,1,DARLEY
13634089,PVC,DARLEY,100,0.000463511,4,1,19910101,1,1,DARLEY
13634094,PVC,DARLEY,100,0.002229682,4,1,19910101,1,1,DARLEY
13634098,PVC,DARLEY,50,0.158,5,1,19800101,1,1,DARLEY
13634102,PVC,DARLEY,50,0.158022949,5,1,19870101,1,1,DARLEY
13642812,PVC,other,200,0.011272444,4,1,19810101,1,1,0
13637754,PVC,DARLEY,100,0.01651945,4,1,20081110,1,1,DARLEY
13637756,PVC,DARLEY,100,0.005177071,4,1,20081110,1,1,DARLEY
13637758,PVC,DARLEY,100,0.000462561,4,1,20081110,1,1,DARLEY
13637760,PVC,DARLEY,100,0.023643119,4,1,20081110,1,1,DARLEY
13637762,PVC,DARLEY,100,0.017971958,4,1,20081110,1,1,DARLEY
13637763,DICL,DARLEY,100,0.016500021,4,1,20081110,1,1,DARLEY
13638926,PVC,DARLEY,100,0.005685698,4,1,20090202,1,1,DARLEY
13638928,PVC,DARLEY,100,0.0007763710000000001,4,1,20090202,1,1,DARLEY
13638931,PVC,DARLEY,100,0.029233105,4,1,20090202,1,1,DARLEY
13638933,PVC,DARLEY,100,0.06407710900000001,4,1,20090202,1,1,DARLEY
13638935,PVC,DARLEY,100,0.00038007599999999997,4,1,20090202,1,1,DARLEY
13638937,DICL,DARLEY,100,0.018918828000000002,4,1,20090202,1,1,DARLEY
13638939,PVC,DARLEY,100,0.027416187,4,1,20090202,1,1,DARLEY
13638941,PVC,DARLEY,100,0.026260017000000004,4,1,20090202,1,1,DARLEY
13638943,PVC,DARLEY,100,0.007736338000000001,4,1,20090202,1,1,DARLEY
13638945,PVC,DARLEY,100,0.110218389,4,1,20090202,1,1,DARLEY
13639834,PVC,SUNBURY,100,0.020237626,4,1,20090414,1,1,SUNBURY
13639836,PVC,SUNBURY,100,0.054367063,4,1,20090414,1,1,SUNBURY
13639838,PVC,SUNBURY,100,0.12168183,4,1,20090414,1,1,SUNBURY
13639842,PVC,SUNBURY,100,0.00226599,4,1,20090414,1,1,SUNBURY
13639844,PVC,SUNBURY,100,0.0071795209999999995,4,1,20090414,1,1,SUNBURY
13639846,PVC,SUNBURY,100,0.08879056699999999,4,1,20090414,1,1,SUNBURY
13639848,PVC,SUNBURY,100,0.00053485,4,1,20090414,1,1,SUNBURY
13639852,PVC,SUNBURY,100,0.0023430910000000003,4,1,20090414,1,1,SUNBURY
13639854,PVC,SUNBURY,100,0.08162423,4,1,20090414,1,1,SUNBURY
13640009,PVC,SUNBURY,100,0.124441414,4,1,20090414,1,1,SUNBURY
13640012,PVC,SUNBURY,100,0.00053476,4,1,20090414,1,1,SUNBURY
13640014,PVC,SUNBURY,100,0.000764204,4,1,20090414,1,1,SUNBURY
13640017,PVC,SUNBURY,150,0.00038637599999999996,4,1,20090414,1,1,SUNBURY
13640018,PVC,SUNBURY,100,0.040734322,4,1,20090414,1,1,SUNBURY
13640051,AC,SUNBURY,100,0.033639381,4,1,19620101,1,1,SUNBURY
13640054,PVC,SUNBURY,150,0.017963601000000003,4,1,20090414,1,1,SUNBURY
13640057,PVC,SUNBURY,150,0.0011364460000000002,4,1,20090414,1,1,SUNBURY
13640060,PVC,SUNBURY,150,0.032182049,4,1,20090414,1,1,SUNBURY
13640063,PVC,SUNBURY,150,0.076944822,4,1,20090414,1,1,SUNBURY
13640068,AC,SUNBURY,100,0.043893105999999994,4,2,19620101,2,2,SUNBURY
13640074,PVC,SUNBURY,150,0.000562531,4,1,20090414,1,1,SUNBURY
13640077,PVC,SUNBURY,100,0.000426027,4,1,20090414,1,1,SUNBURY
13637750,PE,DARLEY,63,0.016042195,5,1,20081110,1,1,DARLEY
13638102,PVC,DARLEY,150,0.0047045920000000005,4,1,20081029,1,1,DARLEY
13638105,PE,DARLEY,63,0.018508497,5,1,20081029,1,1,DARLEY
13639756,DICL,KURUNJANG,100,0.010801371,4,1,20090329,1,1,KURUNJANG
13639760,PVC,KURUNJANG,100,0.07240571400000001,4,1,20090329,1,1,KURUNJANG
13639761,PVC,KURUNJANG,100,0.024547213999999998,4,1,20090329,1,1,KURUNJANG
11576171,PVC,SUNBURY,100,0.00819617,4,1,20060301,1,1,SUNBURY
11576173,PVC,SUNBURY,100,0.022674616,4,1,20060301,1,1,SUNBURY
11576175,PVC,SUNBURY,100,0.001999935,4,1,20060301,1,1,SUNBURY
11576182,PVC,SUNBURY,100,0.046042454000000003,4,1,20060301,1,1,SUNBURY
11576184,PVC,SUNBURY,100,0.12023591900000001,4,1,20060301,1,1,SUNBURY
10124616,OTHER,SUNBURY,100,0.059581416,4,1,20020101,1,1,SUNBURY
10082877,OTHER,SUNBURY,100,0.037560267,4,1,20020101,1,1,SUNBURY
10082879,OTHER,SUNBURY,100,0.071153075,4,1,20020101,1,1,SUNBURY
11141014,PVC,PLUMPTON,100,0.121903024,4,1,20020101,1,1,PLUMPTON
11141016,PVC,PLUMPTON,100,0.009424834,4,1,20020101,1,1,PLUMPTON
11141018,PVC,PLUMPTON,100,0.032115045,4,1,20020101,1,1,PLUMPTON
11141020,PVC,PLUMPTON,100,0.006633091999999999,4,1,20020101,1,1,PLUMPTON
11141023,PVC,PLUMPTON,100,0.06335301,4,1,20020101,1,1,PLUMPTON
11141025,PVC,PLUMPTON,100,0.007257474,4,1,20020101,1,1,PLUMPTON
11141035,PVC,PLUMPTON,100,0.017995418,4,1,20020101,1,1,PLUMPTON
11141038,PVC,PLUMPTON,100,0.11758275300000001,4,1,20020101,1,1,PLUMPTON
11140771,DICL,MELTON,100,0.006263116,4,1,20020101,1,1,MELTON
11140749,DICL,MELTON,100,0.013983411000000001,4,1,20020101,1,1,MELTON
11140775,PVC,MELTON,100,0.022456342,4,1,20020101,1,1,MELTON
11140745,DICL,MELTON,100,0.066958949,4,1,20020101,1,1,MELTON
11140747,DICL,MELTON,100,0.017318681000000002,4,1,20020101,1,1,MELTON
11140751,DICL,MELTON,100,0.045014657,4,1,20020101,1,1,MELTON
11140753,DICL,MELTON,100,0.031360466000000004,4,1,20020101,1,1,MELTON
11140760,DICL,MELTON,100,0.17745719100000001,4,1,20020101,1,1,MELTON
13638947,PVC,DARLEY,100,0.030822191000000002,4,1,20090202,1,1,DARLEY
13640360,PE,RIDDELLS CREEK,100,0.0019194000000000004,4,1,20090317,1,1,RIDDELLS CREEK
13640362,PE,RIDDELLS CREEK,100,0.066065902,4,1,20090317,1,1,RIDDELLS CREEK
13640364,PE,RIDDELLS CREEK,100,0.027651758,4,1,20090317,1,1,RIDDELLS CREEK
13640366,PE,RIDDELLS CREEK,100,0.143703583,4,1,20090317,1,1,RIDDELLS CREEK
13640370,PE,RIDDELLS CREEK,100,0.13999989300000001,4,1,20090317,1,1,RIDDELLS CREEK
13640372,PE,RIDDELLS CREEK,100,0.149999828,4,1,20090317,1,1,RIDDELLS CREEK
13640374,PE,RIDDELLS CREEK,100,0.05879855900000001,4,1,20090317,1,1,RIDDELLS CREEK
13640377,PE,RIDDELLS CREEK,100,0.028008202000000003,4,1,20090317,1,1,RIDDELLS CREEK
11142273,PVC,MELTON,100,0.058407672,4,1,20020101,1,1,MELTON
11142274,PVC,MELTON,100,0.056229705,4,1,20020101,1,1,MELTON
11142259,PVC,MELTON,100,0.0031742090000000003,4,1,20020101,1,1,MELTON
11142261,PVC,MELTON,100,0.003441505,4,1,20020101,1,1,MELTON
11142278,PVC,MELTON,100,0.01855874,4,1,20020101,1,1,MELTON
11142279,PVC,MELTON,100,0.011910426000000002,4,1,20020101,1,1,MELTON
11227062,DICL,SUNBURY,100,0.002000004,4,1,20020101,1,1,SUNBURY
11268055,PVC,PLUMPTON,100,0.055074057,4,1,20020101,1,1,PLUMPTON
11268036,PVC,PLUMPTON,100,0.001378211,4,1,20020101,1,1,PLUMPTON
11268039,PVC,PLUMPTON,100,0.004901791,4,1,20020101,1,1,PLUMPTON
11268041,PVC,PLUMPTON,100,0.008581591,4,1,20020101,1,1,PLUMPTON
11268043,PVC,PLUMPTON,100,0.094039829,4,1,20020101,1,1,PLUMPTON
11268045,PVC,PLUMPTON,100,0.013520786000000002,4,1,20020101,1,1,PLUMPTON
11268047,PVC,PLUMPTON,100,0.011590133,4,1,20020101,1,1,PLUMPTON
11004613,CU,MELTON WEST,50,0.049453421,5,1,19840101,1,1,MELTON WEST
11004629,CU,MELTON WEST,50,0.055986237,5,1,19840101,1,1,MELTON WEST
10061820,PVC,BACCHUS MARSH,50,0.045514845,5,1,19880101,1,1,BACCHUS MARSH
10086390,PE,RIDDELLS CREEK,50,0.080762958,5,1,20020101,1,1,RIDDELLS CREEK
10088850,PVC,SUNBURY,50,0.001200018,5,1,20020101,1,1,SUNBURY
10089772,PVC,SUNBURY,50,0.001100522,5,1,20020101,1,1,SUNBURY
2776969,PE,MACEDON,50,0.000886011,5,1,19910101,1,1,MACEDON
2776971,PE,MACEDON,50,0.103614246,5,1,19910101,1,1,MACEDON
2776972,PE,MACEDON,50,0.002618143,5,1,19910101,1,1,MACEDON
2776980,PVC,MACEDON,50,0.001593894,5,1,19710101,1,1,MACEDON
10122508,PE,SUNBURY,50,0.00130001,5,1,20020101,1,1,SUNBURY
11140764,DICL,MELTON,100,0.013657147,4,1,20020101,1,1,MELTON
11140769,DICL,MELTON,100,0.03506567,4,1,20020101,1,1,MELTON
11140773,PVC,MELTON,100,0.001399716,4,1,20020101,1,1,MELTON
10082450,DICL,WOODEND,150,0.007458199,4,1,20000101,1,1,WOODEND
13633587,PVC,KURUNJANG,100,0.006108915,4,1,20081114,1,1,KURUNJANG
13633589,DICL,KURUNJANG,100,0.016503837,4,1,20081114,1,1,KURUNJANG
13633593,DICL,KURUNJANG,100,0.016299328999999998,4,1,20081114,1,1,KURUNJANG
13633595,PVC,KURUNJANG,100,0.018908147,4,1,20081114,1,1,KURUNJANG
13633597,PVC,KURUNJANG,100,0.05697809,4,1,20081114,1,1,KURUNJANG
13633599,PVC,KURUNJANG,100,0.030311769,4,1,20081114,1,1,KURUNJANG
13633600,PVC,KURUNJANG,100,0.006075425,4,1,20081114,1,1,KURUNJANG
13635003,PE,MERRIMU,63,0.12161348300000001,5,1,20060101,1,1,MERRIMU
13634646,CU,DARLEY,50,0.000788153,5,1,19910101,1,1,DARLEY
13635005,PE,MERRIMU,63,0.150444734,5,1,20060101,1,1,MERRIMU
13635007,PE,MERRIMU,63,0.040371074,5,1,20060101,1,1,MERRIMU
13635009,PE,MERRIMU,63,0.130430211,5,1,20060101,1,1,MERRIMU
13635011,PE,MERRIMU,63,0.058543952999999996,5,1,20060101,1,1,MERRIMU
13635037,AC,MERRIMU,50,0.20704696600000003,5,1,19750101,1,1,MERRIMU
13635040,AC,MERRIMU,50,0.155,5,1,19750101,1,1,MERRIMU
13635044,AC,MERRIMU,50,0.159397381,5,1,19750101,1,1,MERRIMU
13635060,AC,MERRIMU,50,0.10508919900000001,5,1,19750101,1,1,MERRIMU
13635064,AC,MERRIMU,50,0.19940433,5,1,19750101,1,1,MERRIMU
13635067,AC,MERRIMU,50,0.18790427399999998,5,1,19750101,1,1,MERRIMU
11268049,PVC,PLUMPTON,100,0.002764297,4,1,20020101,1,1,PLUMPTON
11268051,PVC,PLUMPTON,100,0.017924791000000002,4,1,20020101,1,1,PLUMPTON
11268053,PVC,PLUMPTON,100,0.011282048000000001,4,1,20020101,1,1,PLUMPTON
11268058,PVC,PLUMPTON,100,0.0056882190000000004,4,1,20020101,1,1,PLUMPTON
11268061,PVC,PLUMPTON,100,0.0050869290000000005,4,1,20020101,1,1,PLUMPTON
11282924,PVC,SUNBURY,100,0.000954981,4,1,20020101,1,1,SUNBURY
381321,AC,SUNBURY,100,0.003783837,4,1,19760101,1,1,SUNBURY
11282963,AC,SUNBURY,100,0.073489706,4,1,19760101,1,1,SUNBURY
11282969,AC,SUNBURY,100,0.0018506339999999999,4,1,19760101,1,1,SUNBURY
11282970,AC,SUNBURY,100,0.000893225,4,1,19760101,1,1,SUNBURY
11284045,AC,SUNBURY,100,0.071795901,4,1,19740101,1,1,SUNBURY
11284055,AC,SUNBURY,100,0.092714214,4,1,19740101,1,1,SUNBURY
11055817,PVC,PLUMPTON,100,0.015978588999999998,4,1,20020101,1,1,PLUMPTON
11055820,PVC,PLUMPTON,100,0.007973869,4,1,20020101,1,1,PLUMPTON
11055826,PVC,PLUMPTON,100,0.0018265220000000001,4,1,20020101,1,1,PLUMPTON
13634107,PVC,DARLEY,50,0.083459069,5,1,19910101,1,1,DARLEY
13634108,PVC,DARLEY,50,0.083830603,5,1,19910101,1,1,DARLEY
13634124,PVC,DARLEY,50,0.089993222,5,1,19910101,1,1,DARLEY
13634126,PVC,DARLEY,50,0.17305944199999998,5,1,19910101,1,1,DARLEY
13634128,PVC,DARLEY,50,0.13210646199999998,5,1,19800101,1,1,DARLEY
13634130,PVC,DARLEY,50,0.010388959,5,1,19910101,1,1,DARLEY
13634134,PVC,DARLEY,50,0.070245782,5,1,19910101,1,1,DARLEY
13634136,PVC,DARLEY,50,0.12798063,5,1,19910101,1,1,DARLEY
13634139,PVC,DARLEY,50,0.19828801,5,1,19910101,1,1,DARLEY
13634141,PVC,DARLEY,50,0.09119851699999999,5,1,19910101,1,1,DARLEY
13634143,PVC,DARLEY,50,0.1135,5,1,19910101,1,1,DARLEY
10225478,CU,MELTON WEST,50,0.043352207000000004,5,2,19840101,2,2,MELTON WEST
11140780,PVC,MELTON,100,0.044771001,4,1,20020101,1,1,MELTON
11140788,PVC,MELTON,100,0.18968571899999997,4,1,20020101,1,1,MELTON
11140790,PVC,MELTON,100,0.061126871,4,1,20020101,1,1,MELTON
11140815,PVC,MELTON,100,0.234948255,4,1,20020101,1,1,MELTON
11140821,PVC,ROCKBANK,100,0.022833187,4,1,20020101,1,1,ROCKBANK
11140824,PVC,MELTON,100,0.15393877,4,1,20020101,1,1,MELTON
11140827,PVC,MELTON,100,0.15418801,4,1,20020101,1,1,MELTON
11140805,PVC,MELTON,100,0.208939925,4,1,20020101,1,1,MELTON
11140809,PVC,MELTON,100,0.209772163,4,1,20020101,1,1,MELTON
11140811,PVC,MELTON,100,0.001965652,4,1,20020101,1,1,MELTON
11140813,PVC,MELTON,100,0.005562927,4,1,20020101,1,1,MELTON
11140817,PVC,ROCKBANK,100,0.015526334,4,1,20020101,1,1,ROCKBANK
11140819,PVC,ROCKBANK,100,0.012940868999999999,4,1,20020101,1,1,ROCKBANK
11141037,PVC,PLUMPTON,100,0.032917823,4,1,20020101,1,1,PLUMPTON
10147249,PVC,SUNBURY,80,0.223106958,5,1,20020101,1,1,SUNBURY
11140854,PVC,MELTON,80,0.097582923,5,1,19820101,1,1,MELTON
11140855,PVC,MELTON,80,0.149859572,5,1,19820101,1,1,MELTON
11140858,PVC,PLUMPTON,80,0.10646969999999999,5,1,19820101,1,1,PLUMPTON
11140861,PVC,PLUMPTON,80,0.024884233999999998,5,1,19820101,1,1,PLUMPTON
11140865,PVC,PLUMPTON,80,0.07084268,5,1,19820101,1,1,PLUMPTON
11268086,PVC,MELTON,100,0.01274297,4,1,20020101,1,1,MELTON
11055770,PVC,PLUMPTON,100,0.049887876,4,1,20020101,1,1,PLUMPTON
11055842,PVC,PLUMPTON,100,0.303883126,4,1,20020101,1,1,PLUMPTON
11055818,PVC,PLUMPTON,100,0.103919767,4,1,20020101,1,1,PLUMPTON
20503238,PVC,HOPETOUN PARK,100,0.028340265,4,1,20111017,1,1,HOPETOUN PARK
20503239,PVC,HOPETOUN PARK,100,0.08593964300000001,4,1,20111017,1,1,HOPETOUN PARK
20503240,PVC,HOPETOUN PARK,100,0.015907002,4,1,20111017,1,1,HOPETOUN PARK
13635210,AC,ROMSEY,100,0.001248835,4,1,19010101,1,1,ROMSEY
13639766,PVC,KURUNJANG,100,0.009129396,4,1,20090329,1,1,KURUNJANG
13639767,PVC,KURUNJANG,100,0.0054733030000000005,4,1,20090329,1,1,KURUNJANG
13639770,PVC,KURUNJANG,100,0.006676725,4,1,20090329,1,1,KURUNJANG
13639772,PVC,KURUNJANG,100,0.006459734,4,1,20090329,1,1,KURUNJANG
13639774,PVC,KURUNJANG,100,0.007704002,4,1,20090329,1,1,KURUNJANG
13639776,PVC,KURUNJANG,100,0.072656944,4,1,20090329,1,1,KURUNJANG
13639777,PVC,KURUNJANG,100,0.02440418,4,1,20090329,1,1,KURUNJANG
13639778,PVC,KURUNJANG,100,0.067523422,4,1,20090329,1,1,KURUNJANG
13639780,DICL,KURUNJANG,100,0.01100122,4,1,20090329,1,1,KURUNJANG
13639781,PVC,KURUNJANG,100,0.06910902099999999,4,1,20090329,1,1,KURUNJANG
13639783,DICL,KURUNJANG,100,0.016501744,4,1,20090329,1,1,KURUNJANG
13639785,PVC,KURUNJANG,100,0.025847062999999997,4,1,20090329,1,1,KURUNJANG
13640207,PVC,KURUNJANG,225,0.00089998,3,1,20090329,1,1,KURUNJANG
13640208,PVC,KURUNJANG,100,0.00413346,4,1,20090329,1,1,KURUNJANG
13552217,PVC,MELTON,100,0.051870407,4,1,20080619,1,1,MELTON
13552219,DICL,MELTON,100,0.007257475,4,1,20080619,1,1,MELTON
13552223,PVC,MELTON,100,0.01928884,4,1,20080619,1,1,MELTON
13552227,PVC,MELTON,100,0.034189496,4,1,20080619,1,1,MELTON
13552231,DICL,MELTON,100,0.008754992,4,1,20080619,1,1,MELTON
13552234,PVC,MELTON,100,0.052866116,4,1,20080619,1,1,MELTON
13634145,PVC,DARLEY,50,0.091329706,5,1,19910101,1,1,DARLEY
13634147,PVC,DARLEY,50,0.1135,5,1,19910101,1,1,DARLEY
13634149,PVC,DARLEY,50,0.114063555,5,1,19910101,1,1,DARLEY
13634151,PVC,DARLEY,50,0.09194808900000001,5,1,19910101,1,1,DARLEY
13634153,PVC,DARLEY,50,0.11415496300000001,5,1,19910101,1,1,DARLEY
13634155,PVC,DARLEY,50,0.09193363800000001,5,1,19910101,1,1,DARLEY
13634282,PVC,DARLEY,50,0.12200691400000001,5,1,19910101,1,1,DARLEY
13634284,PVC,DARLEY,50,0.069227447,5,1,19910101,1,1,DARLEY
13634286,PVC,DARLEY,50,0.121876425,5,1,19910101,1,1,DARLEY
13634288,PVC,DARLEY,50,0.069024869,5,1,19910101,1,1,DARLEY
13634290,PVC,DARLEY,50,0.12198888199999999,5,1,19910101,1,1,DARLEY
13634294,PVC,DARLEY,50,0.12731734,5,1,19910101,1,1,DARLEY
13634296,PVC,DARLEY,50,0.127441222,5,1,19860101,1,1,DARLEY
13634297,PVC,DARLEY,50,0.09632777699999999,5,1,19860101,1,1,DARLEY
13634298,PVC,DARLEY,50,0.096408685,5,1,19910101,1,1,DARLEY
13551094,PVC,MELTON WEST,150,0.001643689,4,1,20080806,1,1,MELTON WEST
13551096,PVC,MELTON WEST,150,0.005285838,4,1,20080806,1,1,MELTON WEST
13551098,PVC,MELTON WEST,150,0.0048056109999999996,4,1,20080806,1,1,MELTON WEST
13640395,PE,RIDDELLS CREEK,100,0.132374819,4,1,20090317,1,1,RIDDELLS CREEK
13640397,PE,RIDDELLS CREEK,100,0.115957486,4,1,20090317,1,1,RIDDELLS CREEK
13640398,PE,RIDDELLS CREEK,100,0.047607394000000004,4,1,20090317,1,1,RIDDELLS CREEK
13640404,PE,RIDDELLS CREEK,100,0.11799050300000001,4,1,20090317,1,1,RIDDELLS CREEK
11055811,PVC,PLUMPTON,100,0.132770177,4,1,20020101,1,1,PLUMPTON
11055778,PVC,PLUMPTON,100,0.049349137,4,1,20020101,1,1,PLUMPTON
11055788,PVC,PLUMPTON,100,0.055356523,4,1,20020101,1,1,PLUMPTON
11055774,PVC,PLUMPTON,100,0.054235516,4,1,20020101,1,1,PLUMPTON
11055760,PVC,PLUMPTON,100,0.009877385,4,1,20020101,1,1,PLUMPTON
13638107,PE,DARLEY,63,0.012005878999999999,5,1,20081029,1,1,DARLEY
13638109,PE,DARLEY,63,0.004647396,5,1,20081029,1,1,DARLEY
13638111,PVC,DARLEY,100,0.08643970699999999,4,1,20081029,1,1,DARLEY
13638113,DICL,DARLEY,100,0.015585718,4,1,20081029,1,1,DARLEY
13638114,PVC,DARLEY,100,0.000414397,4,1,20081029,1,1,DARLEY
13638184,AC,MELTON,100,0.005800807,4,1,19850101,1,1,MELTON
13638186,AC,MELTON,100,0.0005,4,1,19850101,1,1,MELTON
13638191,CI,MELTON,100,0.001,4,1,19690101,1,1,MELTON
13638193,CI,MELTON WEST,250,0.028242272000000002,3,1,19760101,1,1,MELTON WEST
13638339,AC,MELTON SOUTH,100,0.005499484000000001,4,1,20090317,1,1,MELTON SOUTH
13638343,PVC,MELTON SOUTH,100,0.033457626000000004,4,1,20090317,1,1,MELTON SOUTH
13638344,PVC,MELTON SOUTH,100,0.006173067,4,1,20090317,1,1,MELTON SOUTH
13638848,AC,BACCHUS MARSH,150,0.0007995760000000001,4,1,19760101,1,1,BACCHUS MARSH
13638849,AC,BACCHUS MARSH,300,0.01299792,2,1,19760101,1,1,BACCHUS MARSH
13638913,AC,DARLEY,300,0.5128980989999999,2,1,19570101,1,1,DARLEY
13638915,AC,DARLEY,100,0.093889277,4,1,19760101,1,1,DARLEY
13638918,CICL,DARLEY,100,0.01643094,4,1,19690101,1,1,DARLEY
13639011,PVC,GISBORNE,100,0.180718038,4,2,19700101,2,2,GISBORNE
13639144,AC,ROMSEY,100,0.011791815,4,1,19800101,1,1,ROMSEY
13639146,CU,ROMSEY,100,0.001242522,4,1,19800101,1,1,ROMSEY
13552236,PVC,MELTON,100,0.000600016,4,1,20080619,1,1,MELTON
13552238,PVC,MELTON,100,0.0005,4,1,20080619,1,1,MELTON
13552241,DICL,MELTON,100,0.009145029,4,1,20080619,1,1,MELTON
13552243,PVC,MELTON,100,0.010064693000000001,4,1,20080619,1,1,MELTON
13552245,PVC,MELTON,100,0.013964343999999998,4,1,20080619,1,1,MELTON
13552249,PVC,MELTON,100,0.08553616,4,1,20080619,1,1,MELTON
13552328,AC,MELTON,100,0.06808325,4,1,19720101,1,1,MELTON
13642345,CI,MELTON SOUTH,200,0.08631287900000001,4,1,19650101,1,1,MELTON SOUTH
10082452,PVC,WOODEND,150,0.031511316,4,1,20000101,1,1,WOODEND
11055707,PVC,PLUMPTON,150,0.23486036,4,1,20020101,1,1,PLUMPTON
11055709,PVC,PLUMPTON,150,0.501070719,4,1,20020101,1,1,PLUMPTON
11055713,PVC,PLUMPTON,150,0.020343532,4,1,20020101,1,1,PLUMPTON
11055715,PVC,PLUMPTON,150,0.271602301,4,1,20020101,1,1,PLUMPTON
11055719,PVC,PLUMPTON,150,0.036772721,4,1,20020101,1,1,PLUMPTON
11284056,AC,SUNBURY,100,0.09999972900000001,4,1,19740101,1,1,SUNBURY
11288760,PVC,DIGGERS REST,100,0.11164606099999999,4,1,20020101,1,1,DIGGERS REST
11520165,PVC,TOOLERN VALE,100,0.0021874060000000002,4,1,20050630,1,1,TOOLERN VALE
11520170,PVC,TOOLERN VALE,100,0.029410747999999997,4,1,20050630,1,1,TOOLERN VALE
11520172,PVC,TOOLERN VALE,100,0.104859099,4,1,20050630,1,1,TOOLERN VALE
11520174,PVC,TOOLERN VALE,100,0.054972987,4,1,20050630,1,1,TOOLERN VALE
11520177,PVC,TOOLERN VALE,100,0.078645987,4,1,20050630,1,1,TOOLERN VALE
11520179,PVC,TOOLERN VALE,100,0.06314560400000001,4,1,20050630,1,1,TOOLERN VALE
11520193,PVC,TOOLERN VALE,100,0.106249331,4,1,20050630,1,1,TOOLERN VALE
11520198,PVC,TOOLERN VALE,100,0.114084301,4,1,20050630,1,1,TOOLERN VALE
13640406,PE,RIDDELLS CREEK,100,0.082965387,4,1,20090317,1,1,RIDDELLS CREEK
13640410,PE,RIDDELLS CREEK,100,0.133500399,4,1,20090317,1,1,RIDDELLS CREEK
13640412,PE,RIDDELLS CREEK,100,0.11068641800000001,4,1,20090317,1,1,RIDDELLS CREEK
13640414,PE,RIDDELLS CREEK,100,0.171294963,4,1,20090317,1,1,RIDDELLS CREEK
13640416,PE,RIDDELLS CREEK,100,0.155906241,4,1,20090317,1,1,RIDDELLS CREEK
13640418,PE,RIDDELLS CREEK,100,0.154690028,4,1,20090317,1,1,RIDDELLS CREEK
13640420,PE,RIDDELLS CREEK,100,0.197436186,4,1,20090317,1,1,RIDDELLS CREEK
13640422,PE,RIDDELLS CREEK,100,0.144987943,4,1,20090317,1,1,RIDDELLS CREEK
13640426,PE,CLARKEFIELD,100,0.039725397,4,1,20090317,1,1,CLARKEFIELD
13637694,PVC,NEW GISBORNE,100,0.09980833199999999,4,1,20081212,1,1,NEW GISBORNE
13637696,PE,NEW GISBORNE,63,0.057332724,5,1,20081212,1,1,NEW GISBORNE
13641268,AC,SUNBURY,150,0.000610989,4,1,19660101,1,1,SUNBURY
13641458,CICL,SUNBURY,300,0.042605530999999995,2,1,19780101,1,1,SUNBURY
11055828,PVC,PLUMPTON,100,0.002573244,4,1,20020101,1,1,PLUMPTON
11055830,PVC,PLUMPTON,100,0.16327725099999998,4,1,20020101,1,1,PLUMPTON
11055834,PVC,PLUMPTON,100,0.173903427,4,1,20020101,1,1,PLUMPTON
13639148,CU,ROMSEY,100,0.002171354,4,1,19800101,1,1,ROMSEY
13639184,AC,SUNBURY,150,0.069455623,4,1,19660101,1,1,SUNBURY
13639191,AC,SUNBURY,150,0.003493688,4,1,19660101,1,1,SUNBURY
13639192,AC,SUNBURY,150,0.003282619,4,1,19670101,1,1,SUNBURY
13639665,AC,ROMSEY,150,0.001,4,1,19840101,1,1,ROMSEY
13639668,AC,ROMSEY,150,0.09050554400000001,4,1,19010101,1,1,ROMSEY
13639787,AC,SUNBURY,150,0.0014755039999999999,4,1,19770101,1,1,SUNBURY
10228327,CU,MELTON WEST,50,0.057587103,5,1,19840101,1,1,MELTON WEST
11000142,CU,MELTON WEST,50,0.050739255,5,1,19840101,1,1,MELTON WEST
2805361,PVC,WOODEND,50,0.063115107,5,1,19880101,1,1,WOODEND
11054914,PVC,DIGGERS REST,200,0.011549664,4,1,20020101,1,1,DIGGERS REST
11520215,PVC,TOOLERN VALE,100,0.01687239,4,1,20050630,1,1,TOOLERN VALE
11520217,PVC,TOOLERN VALE,100,0.002107299,4,1,20050630,1,1,TOOLERN VALE
11576156,PVC,SUNBURY,150,0.0005,4,1,20060301,1,1,SUNBURY
10082714,PVC,WOODEND,150,0.010766979,4,1,20000101,1,1,WOODEND
10082697,PVC,WOODEND,150,0.002414663,4,1,20000101,1,1,WOODEND
10082701,PVC,WOODEND,150,0.0008257469999999999,4,1,20000101,1,1,WOODEND
10082703,PVC,WOODEND,150,0.002066542,4,1,20000101,1,1,WOODEND
10082706,PVC,WOODEND,150,0.000779446,4,1,20000101,1,1,WOODEND
10082708,PVC,WOODEND,150,0.00074304,4,1,20000101,1,1,WOODEND
10082710,PVC,WOODEND,150,0.043838308,4,1,20000101,1,1,WOODEND
10082721,PVC,WOODEND,150,0.03030192,4,1,20000101,1,1,WOODEND
10082727,PVC,WOODEND NORTH,150,0.058222247000000005,4,1,20000101,1,1,WOODEND NORTH
13635214,DICL,ROMSEY,100,0.014406788,4,1,20081117,1,1,ROMSEY
13635216,AC,ROMSEY,100,0.07719015,4,1,19010101,1,1,ROMSEY
